OrderID,OrderDate,Region,State,SalesChannel,Product,Quantity,Sales,Profit,Employee,DeliveryDays
3737,2020-06-04 16:00:00,Midwest,Georgia,Distributor,Festive,5,1000,200,Carl N.,7
3738,2020-06-04 17:00:00,Midwest,Colorado,Distributor,Festive,1,50,10,Carl N.,3
3739,2020-06-04 18:00:00,South,Arizona,Online,Floral,1,50,10,Douglas T.,5
3740,2020-06-04 19:00:00,West,California,Wholesale,Dinnerware,1,50,10,Shawn W.,6
3741,2020-06-04 20:00:00,South,Colorado,Online,Dining Furniture,3,200,40,Joe P.,4
3742,2020-06-04 21:00:00,Northeast,Michigan,In-Store,Cookware,4,500,100,Donald R.,8
3743,2020-06-04 22:00:00,South,Colorado,Online,Floral,1,50,10,Douglas T.,3
3744,2020-06-04 23:00:00,South,Ohio,Online,Floral,1,50,10,Douglas T.,4
3745,2020-06-05 00:00:00,South,California,Online,Dining Furniture,2,100,20,Joe P.,5
3746,2020-06-05 01:00:00,South,Texas,Online,Floral,3,200,40,Douglas T.,7
3747,2020-06-05 02:00:00,West,Ohio,Wholesale,Furniture Cushions,1,50,10,Keith G.,7
3748,2020-06-05 03:00:00,West,Ohio,Wholesale,Dinnerware,2,100,20,Shawn W.,6
3749,2020-06-05 04:00:00,Midwest,Arizona,Distributor,Festive,5,1000,200,Carl N.,7
3750,2020-06-05 05:00:00,Northeast,Arizona,In-Store,Floor Lamps,1,50,10,Joshua B.,3
3751,2020-06-05 06:00:00,South,Florida,Online,Dining Furniture,1,50,10,Joe P.,7
3752,2020-06-05 07:00:00,Midwest,Florida,Distributor,Festive,2,100,20,Carl N.,6
3753,2020-06-05 08:00:00,Midwest,New York,Distributor,Festive,3,200,40,Carl N.,8
3754,2020-06-05 09:00:00,Midwest,Illinois,Distributor,Computers,1,50,10,Nicholas C.,5
3755,2020-06-05 10:00:00,West,California,Wholesale,Furniture Cushions,5,1000,200,Keith G.,5
3756,2020-06-05 11:00:00,South,California,Online,Dining Furniture,1,50,10,Joe P.,7
3757,2020-06-05 12:00:00,South,Colorado,Online,Floral,5,1000,200,Douglas T.,4
3758,2020-06-05 13:00:00,Northeast,California,In-Store,Floor Lamps,4,500,100,Joshua B.,5
3759,2020-06-05 14:00:00,South,California,Online,Dining Furniture,4,500,100,Joe P.,8
3760,2020-06-05 15:00:00,South,Illinois,Online,Floral,5,1000,200,Douglas T.,7
3761,2020-06-05 16:00:00,Midwest,Michigan,Distributor,Festive,3,200,40,Carl N.,6
3762,2020-06-05 17:00:00,Northeast,Florida,In-Store,Floor Lamps,1,50,10,Joshua B.,8
3763,2020-06-05 18:00:00,South,Florida,Online,Floral,1,50,10,Douglas T.,7
3764,2020-06-05 19:00:00,West,Texas,Wholesale,Dinnerware,4,500,100,Shawn W.,8
3765,2020-06-05 20:00:00,South,California,Online,Floral,5,1000,200,Douglas T.,5
3766,2020-06-05 21:00:00,Midwest,Illinois,Distributor,Computers,1,50,10,Nicholas C.,6
3767,2020-06-05 22:00:00,West,Florida,Wholesale,Furniture Cushions,1,50,10,Keith G.,7
3768,2020-06-05 23:00:00,Midwest,Illinois,Distributor,Festive,3,200,40,Carl N.,3
3769,2020-06-06 00:00:00,South,Georgia,Online,Floral,2,100,20,Douglas T.,6
3770,2020-06-06 01:00:00,West,Michigan,Wholesale,Furniture Cushions,4,500,100,Keith G.,3
3771,2020-06-06 02:00:00,Northeast,California,In-Store,Cookware,4,500,100,Donald R.,8
3772,2020-06-06 03:00:00,Northeast,Texas,In-Store,Cookware,2,100,20,Donald R.,4
3773,2020-06-06 04:00:00,West,Colorado,Wholesale,Furniture Cushions,1,50,10,Keith G.,6
3774,2020-06-06 05:00:00,West,Florida,Wholesale,Furniture Cushions,3,200,40,Keith G.,8
3775,2020-06-06 06:00:00,Midwest,Georgia,Distributor,Computers,3,200,40,Nicholas C.,3
3776,2020-06-06 07:00:00,West,Illinois,Wholesale,Dinnerware,4,500,100,Shawn W.,5
3777,2020-06-06 08:00:00,Midwest,Arizona,Distributor,Festive,3,200,40,Carl N.,5
3778,2020-06-06 09:00:00,South,Ohio,Online,Dining Furniture,2,100,20,Joe P.,4
3779,2020-06-06 10:00:00,Midwest,California,Distributor,Computers,1,50,10,Nicholas C.,6
3780,2020-06-06 11:00:00,West,California,Wholesale,Dinnerware,2,100,20,Shawn W.,6
3781,2020-06-06 12:00:00,West,Georgia,Wholesale,Furniture Cushions,5,1000,200,Keith G.,6
3782,2020-06-06 13:00:00,South,Illinois,Online,Dining Furniture,4,500,100,Joe P.,8
3783,2020-06-06 14:00:00,West,New York,Wholesale,Furniture Cushions,3,200,40,Keith G.,4
3784,2020-06-06 15:00:00,West,California,Wholesale,Furniture Cushions,5,1000,200,Keith G.,6
3785,2020-06-06 16:00:00,Northeast,New York,In-Store,Cookware,3,200,40,Donald R.,8
3786,2020-06-06 17:00:00,Northeast,Arizona,In-Store,Cookware,1,50,10,Donald R.,5
3787,2020-06-06 18:00:00,South,Georgia,Online,Dining Furniture,1,50,10,Joe P.,3
3788,2020-06-06 19:00:00,Midwest,Illinois,Distributor,Computers,1,50,10,Nicholas C.,8
3789,2020-06-06 20:00:00,Northeast,Illinois,In-Store,Cookware,3,200,40,Donald R.,5
3790,2020-06-06 21:00:00,Midwest,Michigan,Distributor,Festive,5,1000,200,Carl N.,5
3791,2020-06-06 22:00:00,West,Ohio,Wholesale,Furniture Cushions,1,50,10,Keith G.,3
3792,2020-06-06 23:00:00,Northeast,Florida,In-Store,Floor Lamps,5,1000,200,Joshua B.,5
3793,2020-06-07 00:00:00,South,Florida,Online,Floral,3,200,40,Douglas T.,4
3794,2020-06-07 01:00:00,South,Colorado,Online,Dining Furniture,5,1000,200,Joe P.,3
3795,2020-06-07 02:00:00,South,Texas,Online,Dining Furniture,3,200,40,Joe P.,5
3796,2020-06-07 03:00:00,Northeast,Georgia,In-Store,Cookware,3,200,40,Donald R.,7
3797,2020-06-07 04:00:00,Midwest,Arizona,Distributor,Computers,4,500,100,Nicholas C.,8
3798,2020-06-07 05:00:00,West,Illinois,Wholesale,Furniture Cushions,3,200,40,Keith G.,5
3799,2020-06-07 06:00:00,Midwest,Ohio,Distributor,Festive,3,200,40,Carl N.,4
3800,2020-06-07 07:00:00,Midwest,New York,Distributor,Computers,2,100,20,Nicholas C.,6
3801,2020-06-07 08:00:00,West,Georgia,Wholesale,Dinnerware,1,50,10,Shawn W.,5
3802,2020-06-07 09:00:00,West,Colorado,Wholesale,Dinnerware,4,500,100,Shawn W.,6
3803,2020-06-07 10:00:00,Northeast,Georgia,In-Store,Floor Lamps,4,500,100,Joshua B.,7
3804,2020-06-07 11:00:00,Northeast,Colorado,In-Store,Cookware,4,500,100,Donald R.,5
3805,2020-06-07 12:00:00,Northeast,Illinois,In-Store,Cookware,2,100,20,Donald R.,3
3806,2020-06-07 13:00:00,Northeast,Texas,In-Store,Cookware,3,200,40,Donald R.,6
3807,2020-06-07 14:00:00,Northeast,Colorado,In-Store,Floor Lamps,1,50,10,Joshua B.,7
3808,2020-06-07 15:00:00,West,Illinois,Wholesale,Dinnerware,5,1000,200,Shawn W.,3
3809,2020-06-07 16:00:00,Midwest,Illinois,Distributor,Computers,3,200,40,Nicholas C.,3
3810,2020-06-07 17:00:00,Northeast,Texas,In-Store,Floor Lamps,2,100,20,Joshua B.,3
3811,2020-06-07 18:00:00,Northeast,Florida,In-Store,Floor Lamps,3,200,40,Joshua B.,3
3812,2020-06-07 19:00:00,Midwest,Georgia,Distributor,Computers,3,200,40,Nicholas C.,5
3813,2020-06-07 20:00:00,Northeast,California,In-Store,Cookware,2,100,20,Donald R.,8
3814,2020-06-07 21:00:00,Midwest,California,Distributor,Festive,4,500,100,Carl N.,5
3815,2020-06-07 22:00:00,Midwest,New York,Distributor,Computers,4,500,100,Nicholas C.,5
3816,2020-06-07 23:00:00,West,New York,Wholesale,Dinnerware,1,50,10,Shawn W.,7
3817,2020-06-08 00:00:00,South,California,Online,Dining Furniture,1,50,10,Joe P.,7
3818,2020-06-08 01:00:00,West,Arizona,Wholesale,Furniture Cushions,4,500,100,Keith G.,8
3819,2020-06-08 02:00:00,South,California,Online,Dining Furniture,5,1000,200,Joe P.,7
3820,2020-06-08 03:00:00,South,New York,Online,Floral,3,200,40,Douglas T.,4
3821,2020-06-08 04:00:00,South,Ohio,Online,Floral,5,1000,200,Douglas T.,8
3822,2020-06-08 05:00:00,Northeast,New York,In-Store,Floor Lamps,3,200,40,Joshua B.,7
3823,2020-06-08 06:00:00,West,Arizona,Wholesale,Furniture Cushions,4,500,100,Keith G.,8
3824,2020-06-08 07:00:00,South,Georgia,Online,Dining Furniture,1,50,10,Joe P.,5
3825,2020-06-08 08:00:00,Midwest,California,Distributor,Festive,1,50,10,Carl N.,5
3826,2020-06-08 09:00:00,Northeast,Texas,In-Store,Cookware,5,1000,200,Donald R.,8
3827,2020-06-08 10:00:00,West,Ohio,Wholesale,Dinnerware,1,50,10,Shawn W.,4
3828,2020-06-08 11:00:00,South,Illinois,Online,Floral,4,500,100,Douglas T.,4
3829,2020-06-08 12:00:00,Midwest,Arizona,Distributor,Festive,5,1000,200,Carl N.,8
3830,2020-06-08 13:00:00,West,New York,Wholesale,Dinnerware,3,200,40,Shawn W.,7
3831,2020-06-08 14:00:00,West,Texas,Wholesale,Dinnerware,1,50,10,Shawn W.,6
3832,2020-06-08 15:00:00,Northeast,Colorado,In-Store,Cookware,2,100,20,Donald R.,4
3833,2020-06-08 16:00:00,West,Florida,Wholesale,Furniture Cushions,1,50,10,Keith G.,3
3834,2020-06-08 17:00:00,Northeast,California,In-Store,Floor Lamps,3,200,40,Joshua B.,5
3835,2020-06-08 18:00:00,South,Florida,Online,Dining Furniture,5,1000,200,Joe P.,8
3836,2020-06-08 19:00:00,Northeast,Arizona,In-Store,Cookware,3,200,40,Donald R.,3
3837,2020-06-08 20:00:00,Midwest,Colorado,Distributor,Festive,2,100,20,Carl N.,8
3838,2020-06-08 21:00:00,Northeast,Colorado,In-Store,Floor Lamps,4,500,100,Joshua B.,5
3839,2020-06-08 22:00:00,Midwest,Colorado,Distributor,Festive,1,50,10,Carl N.,5
3840,2020-06-08 23:00:00,Northeast,Illinois,In-Store,Floor Lamps,5,1000,200,Joshua B.,4
3841,2020-06-09 00:00:00,West,Arizona,Wholesale,Furniture Cushions,4,500,100,Keith G.,4
3842,2020-06-09 01:00:00,South,Georgia,Online,Floral,3,200,40,Douglas T.,3
3843,2020-06-09 02:00:00,Midwest,Florida,Distributor,Festive,5,1000,200,Carl N.,8
3844,2020-06-09 03:00:00,Northeast,Georgia,In-Store,Cookware,4,500,100,Donald R.,5
3845,2020-06-09 04:00:00,Northeast,Texas,In-Store,Floor Lamps,5,1000,200,Joshua B.,3
3846,2020-06-09 05:00:00,Northeast,Michigan,In-Store,Floor Lamps,2,100,20,Joshua B.,6
3847,2020-06-09 06:00:00,West,Ohio,Wholesale,Dinnerware,2,100,20,Shawn W.,3
3848,2020-06-09 07:00:00,West,Ohio,Wholesale,Dinnerware,1,50,10,Shawn W.,7
3849,2020-06-09 08:00:00,Midwest,Georgia,Distributor,Computers,1,50,10,Nicholas C.,3
3850,2020-06-09 09:00:00,Midwest,Michigan,Distributor,Festive,2,100,20,Carl N.,7
3851,2020-06-09 10:00:00,West,Michigan,Wholesale,Dinnerware,5,1000,200,Shawn W.,7
3852,2020-06-09 11:00:00,Midwest,California,Distributor,Computers,2,100,20,Nicholas C.,7
3853,2020-06-09 12:00:00,South,Texas,Online,Floral,1,50,10,Douglas T.,6
3854,2020-06-09 13:00:00,South,Arizona,Online,Floral,2,100,20,Douglas T.,3
3855,2020-06-09 14:00:00,West,Michigan,Wholesale,Dinnerware,2,100,20,Shawn W.,3
3856,2020-06-09 15:00:00,Midwest,New York,Distributor,Festive,5,1000,200,Carl N.,6
3857,2020-06-09 16:00:00,Northeast,Ohio,In-Store,Floor Lamps,4,500,100,Joshua B.,5
3858,2020-06-09 17:00:00,South,New York,Online,Dining Furniture,1,50,10,Joe P.,4
3859,2020-06-09 18:00:00,West,Texas,Wholesale,Furniture Cushions,5,1000,200,Keith G.,3
3860,2020-06-09 19:00:00,Midwest,Michigan,Distributor,Festive,2,100,20,Carl N.,4
3861,2020-06-09 20:00:00,West,Florida,Wholesale,Furniture Cushions,2,100,20,Keith G.,8
3862,2020-06-09 21:00:00,Northeast,Ohio,In-Store,Cookware,4,500,100,Donald R.,8
3863,2020-06-09 22:00:00,South,California,Online,Floral,1,50,10,Douglas T.,6
3864,2020-06-09 23:00:00,West,California,Wholesale,Dinnerware,1,50,10,Shawn W.,8
3865,2020-06-10 00:00:00,West,Colorado,Wholesale,Dinnerware,3,200,40,Shawn W.,8
3866,2020-06-10 01:00:00,West,Illinois,Wholesale,Furniture Cushions,1,50,10,Keith G.,5
3867,2020-06-10 02:00:00,Northeast,Michigan,In-Store,Floor Lamps,4,500,100,Joshua B.,5
3868,2020-06-10 03:00:00,West,Texas,Wholesale,Furniture Cushions,3,200,40,Keith G.,5
3869,2020-06-10 04:00:00,Northeast,Ohio,In-Store,Cookware,3,200,40,Donald R.,8
3870,2020-06-10 05:00:00,Northeast,Illinois,In-Store,Floor Lamps,2,100,20,Joshua B.,6
3871,2020-06-10 06:00:00,Northeast,Texas,In-Store,Cookware,2,100,20,Donald R.,7
3872,2020-06-10 07:00:00,South,Georgia,Online,Dining Furniture,1,50,10,Joe P.,7
3873,2020-06-10 08:00:00,South,Michigan,Online,Floral,3,200,40,Douglas T.,4
3874,2020-06-10 09:00:00,West,Arizona,Wholesale,Dinnerware,2,100,20,Shawn W.,7
3875,2020-06-10 10:00:00,West,Arizona,Wholesale,Dinnerware,4,500,100,Shawn W.,7
3876,2020-06-10 11:00:00,South,Michigan,Online,Dining Furniture,2,100,20,Joe P.,5
3877,2020-06-10 12:00:00,Midwest,Colorado,Distributor,Computers,2,100,20,Nicholas C.,5
3878,2020-06-10 13:00:00,South,Colorado,Online,Floral,3,200,40,Douglas T.,8
3879,2020-06-10 14:00:00,Northeast,Arizona,In-Store,Floor Lamps,3,200,40,Joshua B.,4
3880,2020-06-10 15:00:00,South,Florida,Online,Dining Furniture,5,1000,200,Joe P.,3
3881,2020-06-10 16:00:00,Northeast,Ohio,In-Store,Floor Lamps,4,500,100,Joshua B.,4
3882,2020-06-10 17:00:00,West,Arizona,Wholesale,Furniture Cushions,3,200,40,Keith G.,4
3883,2020-06-10 18:00:00,Midwest,Florida,Distributor,Festive,1,50,10,Carl N.,6
3884,2020-06-10 19:00:00,West,Illinois,Wholesale,Dinnerware,4,500,100,Shawn W.,8
3885,2020-06-10 20:00:00,Northeast,Florida,In-Store,Floor Lamps,4,500,100,Joshua B.,6
3886,2020-06-10 21:00:00,Northeast,Illinois,In-Store,Cookware,3,200,40,Donald R.,4
3887,2020-06-10 22:00:00,Northeast,Texas,In-Store,Floor Lamps,4,500,100,Joshua B.,4
3888,2020-06-10 23:00:00,Midwest,New York,Distributor,Festive,3,200,40,Carl N.,4
3889,2020-06-11 00:00:00,South,Texas,Online,Floral,2,100,20,Douglas T.,7
3890,2020-06-11 01:00:00,West,Arizona,Wholesale,Dinnerware,5,1000,200,Shawn W.,6
3891,2020-06-11 02:00:00,West,Illinois,Wholesale,Furniture Cushions,2,100,20,Keith G.,4
3892,2020-06-11 03:00:00,South,Arizona,Online,Dining Furniture,3,200,40,Joe P.,5
3893,2020-06-11 04:00:00,West,Michigan,Wholesale,Furniture Cushions,3,200,40,Keith G.,8
3894,2020-06-11 05:00:00,Midwest,Ohio,Distributor,Festive,2,100,20,Carl N.,8
3895,2020-06-11 06:00:00,West,California,Wholesale,Dinnerware,1,50,10,Shawn W.,5
3896,2020-06-11 07:00:00,Northeast,Arizona,In-Store,Floor Lamps,1,50,10,Joshua B.,8
3897,2020-06-11 08:00:00,South,Ohio,Online,Floral,1,50,10,Douglas T.,7
3898,2020-06-11 09:00:00,Midwest,Florida,Distributor,Computers,3,200,40,Nicholas C.,7
3899,2020-06-11 10:00:00,South,Texas,Online,Floral,4,500,100,Douglas T.,3
3900,2020-06-11 11:00:00,Midwest,Florida,Distributor,Computers,3,200,40,Nicholas C.,3
3901,2020-06-11 12:00:00,Northeast,California,In-Store,Cookware,4,500,100,Donald R.,3
3902,2020-06-11 13:00:00,South,Illinois,Online,Floral,2,100,20,Douglas T.,8
3903,2020-06-11 14:00:00,West,Michigan,Wholesale,Dinnerware,5,1000,200,Shawn W.,7
3904,2020-06-11 15:00:00,Midwest,Ohio,Distributor,Computers,4,500,100,Nicholas C.,7
3905,2020-06-11 16:00:00,South,Michigan,Online,Dining Furniture,1,50,10,Joe P.,7
3906,2020-06-11 17:00:00,West,New York,Wholesale,Dinnerware,3,200,40,Shawn W.,5
3907,2020-06-11 18:00:00,South,Arizona,Online,Dining Furniture,2,100,20,Joe P.,7
3908,2020-06-11 19:00:00,South,Illinois,Online,Floral,1,50,10,Douglas T.,5
3909,2020-06-11 20:00:00,South,New York,Online,Dining Furniture,2,100,20,Joe P.,3
3910,2020-06-11 21:00:00,Midwest,Georgia,Distributor,Computers,5,1000,200,Nicholas C.,3
3911,2020-06-11 22:00:00,West,Arizona,Wholesale,Dinnerware,3,200,40,Shawn W.,8
3912,2020-06-11 23:00:00,Northeast,Florida,In-Store,Floor Lamps,3,200,40,Joshua B.,3
3913,2020-06-12 00:00:00,Midwest,Texas,Distributor,Festive,5,1000,200,Carl N.,8
3914,2020-06-12 01:00:00,Midwest,Ohio,Distributor,Computers,3,200,40,Nicholas C.,4
3915,2020-06-12 02:00:00,Midwest,California,Distributor,Computers,4,500,100,Nicholas C.,4
3916,2020-06-12 03:00:00,Northeast,California,In-Store,Floor Lamps,2,100,20,Joshua B.,6
3917,2020-06-12 04:00:00,West,Florida,Wholesale,Dinnerware,1,50,10,Shawn W.,8
3918,2020-06-12 05:00:00,West,Colorado,Wholesale,Dinnerware,5,1000,200,Shawn W.,6
3919,2020-06-12 06:00:00,West,California,Wholesale,Furniture Cushions,4,500,100,Keith G.,6
3920,2020-06-12 07:00:00,South,Ohio,Online,Floral,1,50,10,Douglas T.,4
3921,2020-06-12 08:00:00,South,Florida,Online,Dining Furniture,1,50,10,Joe P.,8
3922,2020-06-12 09:00:00,South,Illinois,Online,Floral,5,1000,200,Douglas T.,4
3923,2020-06-12 10:00:00,Northeast,California,In-Store,Floor Lamps,4,500,100,Joshua B.,6
3924,2020-06-12 11:00:00,South,Michigan,Online,Floral,1,50,10,Douglas T.,8
3925,2020-06-12 12:00:00,Northeast,Florida,In-Store,Floor Lamps,1,50,10,Joshua B.,6
3926,2020-06-12 13:00:00,West,Ohio,Wholesale,Dinnerware,4,500,100,Shawn W.,7
3927,2020-06-12 14:00:00,South,Michigan,Online,Dining Furniture,3,200,40,Joe P.,8
3928,2020-06-12 15:00:00,South,Arizona,Online,Floral,1,50,10,Douglas T.,8
3929,2020-06-12 16:00:00,Midwest,Arizona,Distributor,Computers,2,100,20,Nicholas C.,6
3930,2020-06-12 17:00:00,Northeast,California,In-Store,Cookware,4,500,100,Donald R.,7
3931,2020-06-12 18:00:00,West,Michigan,Wholesale,Furniture Cushions,1,50,10,Keith G.,5
3932,2020-06-12 19:00:00,Midwest,Texas,Distributor,Festive,5,1000,200,Carl N.,4
3933,2020-06-12 20:00:00,Midwest,Arizona,Distributor,Computers,2,100,20,Nicholas C.,6
3934,2020-06-12 21:00:00,West,Texas,Wholesale,Dinnerware,1,50,10,Shawn W.,8
3935,2020-06-12 22:00:00,Midwest,Illinois,Distributor,Festive,2,100,20,Carl N.,4
3936,2020-06-12 23:00:00,Northeast,Florida,In-Store,Cookware,2,100,20,Donald R.,4
3937,2020-06-13 00:00:00,Northeast,New York,In-Store,Cookware,3,200,40,Donald R.,4
3938,2020-06-13 01:00:00,South,Ohio,Online,Dining Furniture,2,100,20,Joe P.,5
3939,2020-06-13 02:00:00,Midwest,Florida,Distributor,Festive,3,200,40,Carl N.,3
3940,2020-06-13 03:00:00,South,Ohio,Online,Dining Furniture,4,500,100,Joe P.,6
3941,2020-06-13 04:00:00,Midwest,Michigan,Distributor,Computers,3,200,40,Nicholas C.,3
3942,2020-06-13 05:00:00,Northeast,Illinois,In-Store,Floor Lamps,5,1000,200,Joshua B.,3
3943,2020-06-13 06:00:00,Northeast,Georgia,In-Store,Floor Lamps,1,50,10,Joshua B.,3
3944,2020-06-13 07:00:00,Northeast,California,In-Store,Floor Lamps,4,500,100,Joshua B.,4
3945,2020-06-13 08:00:00,Midwest,Ohio,Distributor,Festive,4,500,100,Carl N.,7
3946,2020-06-13 09:00:00,Northeast,Ohio,In-Store,Floor Lamps,5,1000,200,Joshua B.,4
3947,2020-06-13 10:00:00,Midwest,Michigan,Distributor,Computers,3,200,40,Nicholas C.,4
3948,2020-06-13 11:00:00,South,Texas,Online,Dining Furniture,1,50,10,Joe P.,8
3949,2020-06-13 12:00:00,Midwest,Florida,Distributor,Festive,3,200,40,Carl N.,8
3950,2020-06-13 13:00:00,South,Georgia,Online,Dining Furniture,2,100,20,Joe P.,3
3951,2020-06-13 14:00:00,Midwest,Colorado,Distributor,Festive,3,200,40,Carl N.,4
3952,2020-06-13 15:00:00,South,California,Online,Dining Furniture,4,500,100,Joe P.,3
3953,2020-06-13 16:00:00,Northeast,New York,In-Store,Cookware,1,50,10,Donald R.,8
3954,2020-06-13 17:00:00,South,Colorado,Online,Dining Furniture,3,200,40,Joe P.,7
3955,2020-06-13 18:00:00,Northeast,Florida,In-Store,Floor Lamps,1,50,10,Joshua B.,6
3956,2020-06-13 19:00:00,Northeast,California,In-Store,Cookware,1,50,10,Donald R.,3
3957,2020-06-13 20:00:00,South,Ohio,Online,Dining Furniture,2,100,20,Joe P.,7
3958,2020-06-13 21:00:00,Midwest,New York,Distributor,Festive,2,100,20,Carl N.,6
3959,2020-06-13 22:00:00,Midwest,Texas,Distributor,Festive,4,500,100,Carl N.,5
3960,2020-06-13 23:00:00,West,Georgia,Wholesale,Furniture Cushions,5,1000,200,Keith G.,3
3961,2020-06-14 00:00:00,Midwest,Texas,Distributor,Festive,1,50,10,Carl N.,3
3962,2020-06-14 01:00:00,West,Illinois,Wholesale,Dinnerware,5,1000,200,Shawn W.,5
3963,2020-06-14 02:00:00,Midwest,Michigan,Distributor,Computers,4,500,100,Nicholas C.,5
3964,2020-06-14 03:00:00,Midwest,California,Distributor,Festive,1,50,10,Carl N.,3
3965,2020-06-14 04:00:00,Northeast,Texas,In-Store,Cookware,1,50,10,Donald R.,5
3966,2020-06-14 05:00:00,West,Colorado,Wholesale,Furniture Cushions,5,1000,200,Keith G.,4
3967,2020-06-14 06:00:00,Midwest,Michigan,Distributor,Festive,3,200,40,Carl N.,6
3968,2020-06-14 07:00:00,West,Texas,Wholesale,Dinnerware,2,100,20,Shawn W.,6
3969,2020-06-14 08:00:00,Northeast,Arizona,In-Store,Floor Lamps,3,200,40,Joshua B.,6
3970,2020-06-14 09:00:00,Northeast,Illinois,In-Store,Cookware,5,1000,200,Donald R.,4
3971,2020-06-14 10:00:00,West,Florida,Wholesale,Dinnerware,2,100,20,Shawn W.,5
3972,2020-06-14 11:00:00,Northeast,Georgia,In-Store,Floor Lamps,3,200,40,Joshua B.,7
3973,2020-06-14 12:00:00,South,Illinois,Online,Floral,2,100,20,Douglas T.,5
3974,2020-06-14 13:00:00,South,Michigan,Online,Floral,1,50,10,Douglas T.,3
3975,2020-06-14 14:00:00,Northeast,Arizona,In-Store,Cookware,3,200,40,Donald R.,8
3976,2020-06-14 15:00:00,South,California,Online,Dining Furniture,2,100,20,Joe P.,6
3977,2020-06-14 16:00:00,Midwest,Colorado,Distributor,Computers,2,100,20,Nicholas C.,5
3978,2020-06-14 17:00:00,West,Georgia,Wholesale,Furniture Cushions,2,100,20,Keith G.,7
3979,2020-06-14 18:00:00,Midwest,Georgia,Distributor,Computers,3,200,40,Nicholas C.,3
3980,2020-06-14 19:00:00,West,Illinois,Wholesale,Dinnerware,4,500,100,Shawn W.,4
3981,2020-06-14 20:00:00,Northeast,Michigan,In-Store,Floor Lamps,3,200,40,Joshua B.,4
3982,2020-06-14 21:00:00,Midwest,California,Distributor,Computers,5,1000,200,Nicholas C.,7
3983,2020-06-14 22:00:00,Northeast,Ohio,In-Store,Floor Lamps,3,200,40,Joshua B.,3
3984,2020-06-14 23:00:00,Northeast,Arizona,In-Store,Floor Lamps,2,100,20,Joshua B.,6
3985,2020-06-15 00:00:00,West,Ohio,Wholesale,Dinnerware,1,50,10,Shawn W.,5
3986,2020-06-15 01:00:00,West,Colorado,Wholesale,Dinnerware,3,200,40,Shawn W.,3
3987,2020-06-15 02:00:00,West,California,Wholesale,Dinnerware,3,200,40,Shawn W.,4
3988,2020-06-15 03:00:00,Midwest,California,Distributor,Computers,2,100,20,Nicholas C.,7
3989,2020-06-15 04:00:00,South,Arizona,Online,Floral,1,50,10,Douglas T.,7
3990,2020-06-15 05:00:00,West,New York,Wholesale,Dinnerware,1,50,10,Shawn W.,5
3991,2020-06-15 06:00:00,West,Ohio,Wholesale,Furniture Cushions,5,1000,200,Keith G.,7
3992,2020-06-15 07:00:00,Midwest,Texas,Distributor,Computers,3,200,40,Nicholas C.,7
3993,2020-06-15 08:00:00,West,Georgia,Wholesale,Dinnerware,1,50,10,Shawn W.,3
3994,2020-06-15 09:00:00,Midwest,New York,Distributor,Festive,1,50,10,Carl N.,6
3995,2020-06-15 10:00:00,Northeast,Texas,In-Store,Floor Lamps,4,500,100,Joshua B.,5
3996,2020-06-15 11:00:00,West,Michigan,Wholesale,Furniture Cushions,4,500,100,Keith G.,3
3997,2020-06-15 12:00:00,West,Arizona,Wholesale,Dinnerware,1,50,10,Shawn W.,6
3998,2020-06-15 13:00:00,Northeast,Michigan,In-Store,Cookware,5,1000,200,Donald R.,3
3999,2020-06-15 14:00:00,Northeast,Georgia,In-Store,Floor Lamps,1,50,10,Joshua B.,8
4000,2020-06-15 15:00:00,Northeast,Florida,In-Store,Floor Lamps,2,100,20,Joshua B.,3
4001,2020-06-15 16:00:00,West,Texas,Wholesale,Dinnerware,3,200,40,Shawn W.,7
4002,2020-06-15 17:00:00,South,New York,Online,Floral,5,1000,200,Douglas T.,6
4003,2020-06-15 18:00:00,South,Texas,Online,Dining Furniture,2,100,20,Joe P.,5
4004,2020-06-15 19:00:00,South,Texas,Online,Floral,5,1000,200,Douglas T.,5
4005,2020-06-15 20:00:00,West,Arizona,Wholesale,Dinnerware,2,100,20,Shawn W.,6
4006,2020-06-15 21:00:00,Northeast,Michigan,In-Store,Floor Lamps,3,200,40,Joshua B.,7
4007,2020-06-15 22:00:00,West,Ohio,Wholesale,Furniture Cushions,3,200,40,Keith G.,4
4008,2020-06-15 23:00:00,Northeast,Florida,In-Store,Cookware,4,500,100,Donald R.,3
4009,2020-06-16 00:00:00,West,Arizona,Wholesale,Furniture Cushions,2,100,20,Keith G.,7
4010,2020-06-16 01:00:00,West,Colorado,Wholesale,Furniture Cushions,4,500,100,Keith G.,8
4011,2020-06-16 02:00:00,Northeast,Arizona,In-Store,Floor Lamps,2,100,20,Joshua B.,6
4012,2020-06-16 03:00:00,South,Georgia,Online,Floral,4,500,100,Douglas T.,3
4013,2020-06-16 04:00:00,Northeast,Florida,In-Store,Cookware,3,200,40,Donald R.,5
4014,2020-06-16 05:00:00,Midwest,California,Distributor,Computers,5,1000,200,Nicholas C.,4
4015,2020-06-16 06:00:00,Midwest,Colorado,Distributor,Festive,4,500,100,Carl N.,8
4016,2020-06-16 07:00:00,Northeast,Illinois,In-Store,Floor Lamps,2,100,20,Joshua B.,5
4017,2020-06-16 08:00:00,West,Arizona,Wholesale,Dinnerware,2,100,20,Shawn W.,6
